DOI	Organism	Tissue	Technique	Data location	itemLabel	normalized_doi	item
10.1016/J.CELL.2016.08.052	Mouse	Tumor	Smart-seq2	GSE86042	A Distinct Gene Module for Dysfunction Uncoupled from Activation in Tumor-Infiltrating T Cells.	10.1016/J.CELL.2016.08.052	Q40545886
10.1016/J.CELS.2016.08.010	Mouse	Skin	STRT-seq (C1)	GSE67602	Single-Cell Transcriptomics Reveals that Differentiation and Spatial Signatures Shape Epidermal and Hair Follicle Heterogeneity.	10.1016/J.CELS.2016.08.010	Q37314462
10.1186/S13059-016-1045-6	Human	Culture	Genshaft	Supp.Table	Multiplexed, targeted profiling of single-cell proteomes and transcriptomes in a single reaction	10.1186/S13059-016-1045-6	Q28829885
10.1016/J.CELS.2016.08.011	Human, Mouse	Pancreas	InDrops	GSE84133	A Single-Cell Transcriptomic Map of the Human and Mouse Pancreas Reveals Inter- and Intra-cell Population Structure.	10.1016/J.CELS.2016.08.011	Q37582024
10.1016/J.CMET.2016.08.020	Human	Pancreas	Smart-seq2	E-MTAB-5060	Single-Cell Transcriptome Profiling of Human Pancreatic Islets in Health and Type 2 Diabetes.	10.1016/J.CMET.2016.08.020	Q37348520
10.1016/J.CMET.2016.08.018	Human	Pancreas	SMARTer (C1)	GSE81608	RNA Sequencing of Single Human Islet Cells Reveals Type 2 Diabetes Genes.	10.1016/J.CMET.2016.08.018	Q39352438
10.1084/JEM.20151118	Mouse		SMARTer (C1)		Protein C receptor (PROCR) is a negative regulator of Th17 pathogenicity.	10.1084/JEM.20151118	Q37346640
10.1038/NG.3678	Human		Smart-seq2	GSE75659	Analysis of allelic expression patterns in clonal somatic cells by single-cell RNA-seq.	10.1038/NG.3678	Q37426045
10.1038/SREP33883	Human, Mouse	Culture	SCRB-seq (microwell)	GSE85575	An Automated Microwell Platform for Large-Scale Single Cell RNA-Seq.	10.1038/SREP33883	Q27345450
10.1038/NATURE20105	Mouse	Bone marrow	Smart-seq2	ERP011804	Single-cell RNA-seq identifies a PD-1hi ILC progenitor and defines its development pathway.	10.1038/NATURE20105	Q39281660
10.1016/J.CELS.2016.09.002	Human	Pancreas	SORT-seq	GSE85241	A Single-Cell Transcriptome Atlas of the Human Pancreas.	10.1016/J.CELS.2016.09.002	Q37389071
10.1038/MP.2016.158	Human	Culture	Patch-seq		Predicting the functional states of human iPSC-derived neurons with single-cell RNA-seq and electrophysiology	10.1038/MP.2016.158	Q37351739
10.1016/J.CELL.2016.09.027	Human, Mouse	Brain	STRT-seq (C1)	GSE76381	Molecular Diversity of Midbrain Development in Mouse, Human, and Stem Cells.	10.1016/J.CELL.2016.09.027	Q37320970
10.1038/NCOMMS13182	Human		MASC-seq	SRP067878	Massive and parallel expression profiling using microarrayed single-cell sequencing.	10.1038/NCOMMS13182	Q37345329
10.1084/JEM.20160168	Mouse		SMARTer (C1)	GSE77740	Progressive alterations in multipotent hematopoietic progenitors underlie lymphoid cell loss in aging.	10.1084/JEM.20160168	Q37346663
10.1016/J.NEURON.2016.10.001	Mouse	Brain	SeqFISH		In Situ Transcription Profiling of Single Cells Reveals Spatial Organization of Cells in the Mouse Hippocampus.	10.1016/J.NEURON.2016.10.001	Q42377271
10.1016/J.STEM.2016.10.003	Mouse	Brain	Smart-seq2	GSE87069	Single-Cell Analysis Reveals a Close Relationship between Differentiating Dopamine and Subthalamic Nucleus Neuronal Lineages.	10.1016/J.STEM.2016.10.003	Q42775377
10.1016/J.CELREP.2016.10.013	Mouse		SMARTer (C1)	PRJEB14043	Opposing Development of Cytotoxic and Follicular Helper CD4 T Cells Controlled by the TCF-1-Bcl6 Nexus.	10.1016/J.CELREP.2016.10.013	Q40469638
10.1038/NATURE20123	Human	Brain	Smart-seq2 & STRT-seq	GSE70630	Single-cell RNA-seq supports a developmental hierarchy in human oligodendroglioma.	10.1038/NATURE20123	Q42774833
10.1038/NMICROBIOL.2016.206	Mouse	Culture	Smart-seq2	GSE79363	Single-cell RNA-seq ties macrophage polarization to growth rate of intracellular Salmonella.	10.1038/NMICROBIOL.2016.206	Q39189720
10.1084/JEM.20161135	Human		Smart-seq2	GSE89232	Human dendritic cells (DCs) are derived from distinct circulating precursors that are precommitted to become CD1c+ or CD141+ DCs.	10.1084/JEM.20161135	Q37500375
10.1101/GR.212720.116	Human	Pancreas	SMARTer (C1)	GSE86473	Single-cell transcriptomes identify human islet cell signatures and reveal cell-type-specific expression changes in type 2 diabetes.	10.1101/GR.212720.116	Q37619113
10.1093/NAR/GKW1214	Mouse		SMARTer (C1)	GSE68981	Single cell transcriptomics reveals unanticipated features of early hematopoietic precursors	10.1093/NAR/GKW1214	Q33554127
10.15252/MSB.20166969	Human	Brain	SMARTer (C1)	EGAS00001001900	Single-cell sequencing maps gene expression to mutational phylogenies in PDGF- and EGF-driven gliomas	10.15252/MSB.20166969	Q36204396
10.1016/J.CCELL.2016.11.002	Human		SMARTer (C1)	GSE83142	Characterization of Rare, Dormant, and Therapy-Resistant Cells in Acute Lymphoblastic Leukemia	10.1016/J.CCELL.2016.11.002	Q39132241
10.1016/J.CELREP.2016.11.032	Human	Culture	Smart-seq2	GSE81673	Deletion of the Polycomb-Group Protein EZH2 Leads to Compromised Self-Renewal and Differentiation Defects in Human Embryonic Stem Cells.	10.1016/J.CELREP.2016.11.032	Q39123593
10.1126/SCIIMMUNOL.AAI7793	Human		SMARTer (C1)	GSE85527	Partial exhaustion of CD8 T cells and clinical response to teplizumab in new-onset type 1 diabetes.	10.1126/SCIIMMUNOL.AAI7793	Q41031697
10.1016/J.CELL.2016.11.048	Human		Perturb-seq	GSE90546	A Multiplexed Single-Cell CRISPR Screening Platform Enables Systematic Dissection of the Unfolded Protein Response.	10.1016/J.CELL.2016.11.048	Q34547514
10.1016/J.CELL.2016.11.039	Mouse	Culture	CRISP-seq	GSE90488	Dissecting Immune Circuits by Linking CRISPR-Pooled Screens with Single-Cell RNA-Seq.	10.1016/J.CELL.2016.11.039	Q42775215
10.1016/J.CELL.2016.11.038	Human, Mouse	Culture	Perturb-seq	GSE90063	Perturb-Seq: Dissecting Molecular Circuits with Scalable Single-Cell RNA Profiling of Pooled Genetic Screens.	10.1016/J.CELL.2016.11.038	Q34547509
10.1038/NN.4462	Mouse	Brain	STRT-seq & Drop-seq	GSE74672	Molecular interrogation of hypothalamic organization reveals distinct dopamine neuronal subtypes.	10.1038/NN.4462	Q36227852
10.1016/J.CELREP.2016.11.077	Mouse		SMARTer (C1)	GSE71794	Engineered Murine HSCs Reconstitute Multi-lineage Hematopoiesis and Adaptive Immunity.	10.1016/J.CELREP.2016.11.077	Q40410490
10.1084/JEM.20161056	Mouse		SMARTer (C1) & Smart-seq2	E-MTAB-4825	Intrinsic transcriptional heterogeneity in B cells controls early class switching to IgE.	10.1084/JEM.20161056	Q37549760
10.1038/SREP39921	Human	Culture	STRT-seq (C1)	GSE77288	Batch effects and the effective design of single-cell gene expression studies.	10.1038/SREP39921	Q37550421
10.1186/S12864-016-3445-0	Human		SMARTer (Polaris)	GSE87849	The nature and nurture of cell heterogeneity: accounting for macrophage gene-environment interactions with single-cell RNA-Seq	10.1186/S12864-016-3445-0	Q36243217
10.1371/JOURNAL.PBIO.1002585	Chicken				Single-Cell-Based Analysis Highlights a Surge in Cell-to-Cell Molecular Variability Preceding Irreversible Commitment in a Differentiation Process.	10.1371/JOURNAL.PBIO.1002585	Q36233816
10.1101/GR.207704.116	Zebrafish	Spleen	Smart-seq2	E-MTAB-4617	Single-cell transcriptome analysis of fish immune cells provides insight into the evolution of vertebrate immune cell types.	10.1101/GR.207704.116	Q42317732
10.1038/NCOMMS14049	Human, Mouse	Blood	GemCode	SRP073767	Massively parallel digital transcriptional profiling of single cells	10.1038/NCOMMS14049	Q30835340
10.1016/J.CELREP.2016.12.060	Mouse	Brain	SMARTer (C1)	PRJNA324289	Single-Cell Transcriptomic Analysis Defines Heterogeneity and Transcriptional Dynamics in the Adult Neural Stem Cell Lineage.	10.1016/J.CELREP.2016.12.060	Q39014335
10.1016/J.CELREP.2016.12.066	Human	Culture	aRNA amplification	phs000833.v5.p1	Primary Cell Culture of Live Neurosurgically Resected Aged Adult Human Brain Cells and Single Cell Transcriptomics.	10.1016/J.CELREP.2016.12.066	Q37650770
10.1038/NMETH.4177	Human, Mouse	Culture	CROP-seq	GSE92872	Pooled CRISPR screening with single-cell transcriptome readout.	10.1038/NMETH.4177	Q34549582
10.1038/NN.4495	Mouse	Brain	Drop-seq	GSE93374	A molecular census of arcuate hypothalamus and median eminence cell types	10.1038/NN.4495	Q38976437
10.1073/PNAS.1621412114	Human	Culture			Cell population structure prior to bifurcation predicts efficiency of directed differentiation in human induced pluripotent cells	10.1073/PNAS.1621412114	Q37682369
10.1038/NMETH.4179	Human, Mouse		Seq-Well	GSE92495	Seq-Well: portable, low-cost RNA sequencing of single cells at high throughput.	10.1038/NMETH.4179	Q34551107
10.1038/NI.3688	Mouse		SMARTer (C1)	GSE89405	Early transcriptional and epigenetic regulation of CD8+ T cell differentiation revealed by single-cell RNA sequencing.	10.1038/NI.3688	Q40325436
10.1186/S13059-017-1171-9	Human, Dog, Mouse	Culture, Colon, Blood	Smart-seq2	GSE85534	Single-cell transcriptome conservation in cryopreserved cells and tissues	10.1186/S13059-017-1171-9	Q37676830
10.1126/SCIIMMUNOL.AAL2192	Mouse		SMARTer (C1) & Smart-seq2	E-MTAB-4388	Single-cell RNA-seq and computational analysis using temporal mixture modelling resolves Th1/Tfh fate bifurcation in malaria.	10.1126/SCIIMMUNOL.AAL2192	Q37720375
10.1038/NG.3806	Human	Brain	SMARTer (C1)	EGAS00001001880	Spatiotemporal genomic architecture informs precision oncology in glioblastoma.	10.1038/NG.3806	Q38927317
10.1016/J.STEM.2017.02.007	Mouse	Intestine	SMARTer (C1HT)	GSE90856	Mex3a Marks a Slowly Dividing Subpopulation of Lgr5+ Intestinal Stem Cells.	10.1016/J.STEM.2017.02.007	Q49206208
10.1038/NG.3818	Human	Colon	SMARTer (C1)	GSE81861	Reference component analysis of single-cell transcriptomes elucidates cellular heterogeneity in human colorectal tumors.	10.1038/NG.3818	Q38893868
10.1038/NCB3493	Human	Bone marrow	Quartz-seq & Smart-seq2	GSE75478	Human haematopoietic stem cell lineage commitment is a continuous process	10.1038/NCB3493	Q38893856
10.1038/NATURE21693	Mouse	Bone marrow	Smart-seq2	GSE90799	Myeloid progenitor cluster formation drives emergency and leukaemic myelopoiesis.	10.1038/NATURE21693	Q41667192
10.1016/J.CELREP.2017.03.004	Mouse	Brain	Drop-seq	GSE87544	Single-Cell RNA-Seq Reveals Hypothalamic Cell Diversity.	10.1016/J.CELREP.2017.03.004	Q38868830
10.1126/SCIENCE.AAI8478	Human	Brain	Smart-seq2	GSE89567	Decoupling genetics, lineages, and microenvironment in IDH-mutant gliomas by single-cell RNA-seq.	10.1126/SCIENCE.AAI8478	Q42776089
10.1126/SCIENCE.AAH4115	Mouse	Spleen	SMARTer (C1)	E-MTAB-4888	Aging increases cell-to-cell transcriptional variability upon immune stimulation	10.1126/SCIENCE.AAH4115	Q42144472
10.1016/J.NEURON.2017.03.017	Mouse	Brain	Drop-seq	GSE95133	Genetically Distinct Parallel Pathways in the Entopeduncular Nucleus for Limbic and Sensorimotor Output of the Basal Ganglia.	10.1016/J.NEURON.2017.03.017	Q42508214
10.1016/J.CELS.2017.03.010	Mouse	Culture	SMARTer (C1)	GSE94383	Measuring Signaling and RNA-Seq in the Same Cell Links Gene Expression to Dynamic Patterns of NF-κB Activation.	10.1016/J.CELS.2017.03.010	Q42776217
10.1016/J.MOLCEL.2017.03.007			Mosaic-seq		Multiplexed Engineering and Analysis of Combinatorial Enhancer Activity in Single Cells.	10.1016/J.MOLCEL.2017.03.007	Q42776270
10.1016/J.CELL.2017.03.038	Mouse	Skin	Smart-seq2	GSE90848	Epithelial-Mesenchymal Micro-niches Govern Stem Cell Lineage Choices.	10.1016/J.CELL.2017.03.038	Q42776260
10.1158/2159-8290.CD-16-1020	Mouse		Smart-seq2	GSE98048	Synergistic Immunostimulatory Effects and Therapeutic Benefit of Combined Histone Deacetylase and Bromodomain Inhibition in Non-Small Cell Lung Cancer.	10.1158/2159-8290.CD-16-1020	Q50326769
10.1126/SCIENCE.AAH4573	Human	Blood	Smart-seq2	GSE94820	Single-cell RNA-seq reveals new types of human blood dendritic cells, monocytes, and progenitors.	10.1126/SCIENCE.AAH4573	Q34555562
10.1038/NATURE22047	Human	Organoid	Drop-seq	GSE86153	Cell diversity and network dynamics in photosensitive human brain organoids.	10.1038/NATURE22047	Q42615577
10.1016/J.STEM.2017.03.007	Human		Smart-seq2 UMI	GSE86146	Single-Cell RNA-Seq Analysis Maps Development of Human Germline Cells and Gonadal Niche Interactions.	10.1016/J.STEM.2017.03.007	Q42776408
10.1038/NBT.3854	Mouse	Culture	CEL-seq	GSE94883	Single-cell topological RNA-seq analysis reveals insights into cellular differentiation and development.	10.1038/NBT.3854	Q38811334
10.1016/J.CMET.2017.04.014	Mouse	Pancreas	SMARTer (C1)	GSE86479	Pseudotemporal Ordering of Single Cells Reveals Metabolic Control of Postnatal β Cell Proliferation.	10.1016/J.CMET.2017.04.014	Q38806833
10.1016/J.CMET.2017.04.003	Mouse	Pancreas	Smart-seq2	GSE87375	Deciphering Pancreatic Islet β Cell and α Cell Maturation Pathways and Characteristic Features at the Single-Cell Level.	10.1016/J.CMET.2017.04.003	Q42776450
10.1038/NATURE22313	Mouse	Small intestine	GemCode	GSE92377	Non-equivalence of Wnt and R-spondin ligands during Lgr5+ intestinal stem-cell self-renewal	10.1038/NATURE22313	Q42509225
10.1172/JCI.INSIGHT.93009	Human	Skin, Kidney, Blood	SMARTer (C1)	PRJNA379992	Single cell RNA sequencing to dissect the molecular heterogeneity in lupus nephritis.	10.1172/JCI.INSIGHT.93009	Q38806359
10.1016/J.CELL.2017.04.014	Human	Lung	MARS-seq	GSE97168	Innate Immune Landscape in Early Lung Adenocarcinoma by Paired Single-Cell Analyses.	10.1016/J.CELL.2017.04.014	Q50647447
10.1038/NCOMMS15081	Human	Breast	SMARTer (C1)	GSE75688	Single-cell RNA-seq enables comprehensive tumour and immune cell profiling in primary breast cancer.	10.1038/NCOMMS15081	Q33654352
10.1016/J.STEM.2017.04.003	Mouse		SMARTer (C1)	GSE95601	Deconstructing Olfactory Stem Cell Trajectories at Single-Cell Resolution.	10.1016/J.STEM.2017.04.003	Q42509753
10.1038/NATURE22370	Human		InDrops	GSE85112	Haematopoietic stem and progenitor cells from human pluripotent stem cells.	10.1038/NATURE22370	Q40198119
10.1126/SCIENCE.AAM7511	Mouse			E-MTAB-5553	Lineage-dependent spatial and functional organization of the mammalian enteric nervous system.	10.1126/SCIENCE.AAM7511	Q47320490
10.1186/S12915-017-0383-5	Drosophila, Human, Mouse	Brain	Drop-seq	GSE89164	Cell fixation and preservation for droplet-based single-cell transcriptomics.	10.1186/S12915-017-0383-5	Q36376696
10.4049/JIMMUNOL.1700172	Human		SMARTer (C1)	GSE96569	Single-Cell RNA Sequencing Reveals Expanded Clones of Islet Antigen-Reactive CD4+ T Cells in Peripheral Blood of Subjects with Type 1 Diabetes.	10.4049/JIMMUNOL.1700172	Q40190431
10.1038/NPLANTS.2017.79	Arabidopsis thaliana		Smart-seq2	GSE98145	Sperm cells are passive cargo of the pollen tube in plant fertilization.	10.1038/NPLANTS.2017.79	Q50957628
10.1016/J.CELL.2017.05.018	Mouse	Brain	MARS-seq	GSE98969	A Unique Microglia Type Associated with Restricting Development of Alzheimer's Disease.	10.1016/J.CELL.2017.05.018	Q38672340
10.1016/J.CUB.2017.05.028	Dictyostelium	Whole organism	SMARTer (C1)		Generation of Single-Cell Transcript Variability by Repression.	10.1016/J.CUB.2017.05.028	Q41051785
10.1016/J.CELL.2017.05.035	Human	Liver, Tumor	Tang & Smart-seq2	GSE98638	Landscape of Infiltrating T Cells in Liver Cancer Revealed by Single-Cell Sequencing.	10.1016/J.CELL.2017.05.035	Q38722200
10.1016/J.CELL.2017.06.016	Human		Smart-seq2	GSE100337	IFNγ-Dependent Tissue-Immune Homeostasis Is Co-opted in the Tumor Microenvironment.	10.1016/J.CELL.2017.06.016	Q38699928
10.1016/J.CMET.2017.05.018	Human, Mouse		CEL-seq2	GSE99068	IL-6/Stat3-Dependent Induction of a Distinct, Obesity-Associated NK Cell Subpopulation Deteriorates Energy and Glucose Homeostasis.	10.1016/J.CMET.2017.05.018	Q51811519
10.1016/J.CCELL.2017.06.003	Human	Brain	SMARTer (C1)		Tumor Evolution of Glioma-Intrinsic Gene Expression Subtypes Associates with Immunological Changes in the Microenvironment.	10.1016/J.CCELL.2017.06.003	Q46410671
10.1371/JOURNAL.PBIO.2001867	Human	Blood			Integrated time-lapse and single-cell transcription studies highlight the variable and dynamic nature of human hematopoietic cell fate commitment.	10.1371/JOURNAL.PBIO.2001867	Q38657573
10.1016/J.CELREP.2017.07.009	Mouse	Embryo	G&T-seq	GSE100597	Single-Cell Landscape of Transcriptional Heterogeneity and Cell Fate Decisions during Mouse Early Gastrulation.	10.1016/J.CELREP.2017.07.009	Q41373461
10.1038/S41467-017-00319-8	Mouse	Heart	SMARTer (C1)	SRP049944	Single cardiomyocyte nuclear transcriptomes reveal a lincRNA-regulated de-differentiation and cell cycle stress-response in vivo.	10.1038/S41467-017-00319-8	Q41309339
10.1126/SCIENCE.AAM8940	C elegans	Whole organism	sci-RNA-seq	GSE98561	Comprehensive single-cell transcriptional profiling of a multicellular organism.	10.1126/SCIENCE.AAM8940	Q38619221
10.1038/NMETH.4407	Mouse, Human	Brain	DroNc-seq	SCP90	Massively parallel single-nucleus RNA-seq with DroNc-seq.	10.1038/NMETH.4407	Q38372101
10.1038/NBT.3973	Human		REAP-seq	GSE100501	Multiplexed quantification of proteins and transcripts in single cells.	10.1038/NBT.3973	Q46443403
10.1172/JCI93041	Mouse	Bone marrow	Chromium	PRJNA392335	Haploinsufficiency for DNA methyltransferase 3A predisposes hematopoietic cells to myeloid malignancies.	10.1172/JCI93041	Q47134051
10.1084/JEM.20170976	Zebrafish		Smart-seq2	GSE100911	Dissecting hematopoietic and renal cell heterogeneity in adult zebrafish at single-cell resolution using RNA sequencing.	10.1084/JEM.20170976	Q47846609
10.1016/J.CELL.2017.07.028	Mouse		Smart-seq2	GSE101334	Anatomically and Functionally Distinct Lung Mesenchymal Populations Marked by Lgr5 and Lgr6.	10.1016/J.CELL.2017.07.028	Q42361618
10.1038/NATURE24029	Mouse	Lung	Chromium & Smart-seq2	GSE102299	The neuropeptide NMU amplifies ILC2-driven allergic lung inflammation.	10.1038/NATURE24029	Q47095124
10.1016/J.CELL.2017.08.032	Mouse	Brain	CEL-seq	GSE92522	Transcriptional Architecture of Synaptic Communication Delineates GABAergic Neuron Identity.	10.1016/J.CELL.2017.08.032	Q47752725
10.1038/NATURE24280	Plasmodium	Whole organism	Drop-seq	SRP116718	Single-cell RNA sequencing reveals a signature of sexual commitment in malaria parasites.	10.1038/NATURE24280	Q44169496
10.1016/J.CELS.2017.08.009	Mouse	Culture	BioMark	http://dx.doi.org/10.17632/g2md5gbhz7.1	Stem Cell Differentiation as a Non-Markov Stochastic Process.	10.1016/J.CELS.2017.08.009	Q42287003
10.1038/NMETH.4437	Mouse, Zebrafish		CEL-seq & SORT-seq	GSE85755	Single-cell sequencing reveals dissociation-induced gene expression in tissue subpopulations.	10.1038/NMETH.4437	Q48273537
10.1038/S41598-017-12989-X	Human		Smart-seq2	E-MTAB-4850	Impact of sequencing depth and read length on single cell RNA sequencing data of T cells.	10.1038/S41598-017-12989-X	Q41922550
10.7554/ELIFE.26945	Mouse		InDrops	GSE97390	Mouse embryonic stem cells can differentiate via multiple paths to the same state.	10.7554/ELIFE.26945	Q42380465
10.1016/J.STEM.2017.09.003	Human		SMARTer (C1)	GSE92280	Chromatin and Single-Cell RNA-Seq Profiling Reveal Dynamic Signaling and Metabolic Transitions during Human Spermatogonial Stem Cell Development.	10.1016/J.STEM.2017.09.003	Q42778044
